user_id,book_id,book_score
1504223,1291355,3
1717315,1818347,0
1339780,1291809,4
1657406,1089509,0
1360312,1028270,4
1557667,1396339,5
3213003,1000280,4
1176594,3259440,5
1972115,5289756,5
2568235,1346815,4
1100632,4242172,4
1979907,1026686,5
2860140,1000534,5
2799074,1856285,2
1522921,1367458,3
1243403,1421921,0
3773069,1000482,4
2884771,3315879,5
2884771,1020459,5
1947055,1440468,3
1005588,1027247,0
1282553,3646172,3
1423159,2067299,5
1766309,1322328,4
2956283,1770782,5
3874720,1424694,4
1100861,1141406,0
1885232,1082162,4
1181508,1431836,5
1119075,1023045,4
2355839,1056733,0
1050726,1316622,4
1113569,1400717,0
1322968,1358413,4
1622795,1786670,3
2390133,1025336,0
1341999,1777823,0
1074089,3268399,0
2350246,1424741,0
1040251,1344548,0
1106323,1056868,4
3173280,1036274,4
1619899,1089517,0
1228483,1775691,5
1166579,1180102,5
3231508,1043008,4
1071548,1019338,4
1299728,3369600,3
1005990,1059419,3
2133835,1048007,3
2407647,2256039,0
2360897,3672237,3
2942234,3290010,3
1710331,1041007,5
28542541,1000482,0
2174195,1312333,3
1329050,3211779,5
1228393,1873281,3
1060869,1867064,5
1059369,3616310,4
1773319,1029159,0
1972115,1926700,0
1564269,1858513,5
1517185,1431836,0
1573871,1046265,4
3509367,1871471,3
1045588,1007914,5
3405223,1082154,5
1462650,1006004,4
2246930,3598313,4
8217991,2567698,5
1217919,1000517,0
1186290,1028270,0
1622526,1020670,4
2090959,2295324,5
2287283,1041482,5
2139181,1770782,5
2140301,2297706,4
1219568,1006881,1
1415418,1068308,3
1059369,1070711,5
1271766,3006581,5
1028667,1011882,4
1706141,1212894,4
3328869,1141406,4
1094061,3187737,0
1706141,1033997,4
1644211,2035162,5
1551606,1022060,0
1359809,1018136,5
1933139,1471391,0
2188080,1019431,0
2418935,1078250,5
2707462,2067299,4
3258750,1029791,4
1352302,1044547,4
1315244,5289756,3
1216758,3211779,3
3019701,1059336,4
2254558,1856285,4
2850617,1008145,5
1166676,2034893,5
1746408,1382836,4
1223113,1089515,0
2697269,3140801,4
1912248,1066462,3
3405223,1009257,3
3483674,1030153,4
1254692,1008145,5
1939857,1016486,4
1767251,1382838,5
1365772,3211779,3
2187659,1186392,2
1035406,3626924,4
1391236,1201821,4
1121975,1059537,3
1420932,2030664,4
1696751,2214344,3
1038886,1346815,5
2136303,2980812,5
1091637,1055976,3
2171785,1914572,4
1848424,1254588,5
1021985,1453210,0
2275683,1358413,0
2753114,1061118,4
2728203,1938591,3
2180956,1019428,3
1738814,1025723,0
1420865,1343089,3
34502705,1037954,4
45337884,1052203,5
1326577,1008988,5
1334913,1228110,3
1717399,1043579,4
3226271,1358873,0
1006770,1020961,0
1026383,3646172,4
1130466,1731370,5
3405223,1057244,5
1496247,1013129,4
1048750,1023045,0
2286928,2243213,5
3839770,1021056,0
1997449,2159042,0
3288660,1873231,3
2466198,1330009,5
4207072,3259440,4
31531100,1882933,4
1002226,1917972,0
1239440,3191328,3
8460892,1132956,5
1376350,2257188,4
1339293,1031740,0
4313268,1867642,2
1249998,1056733,0
1360428,1056733,4
1903624,1022238,0
1223227,1009160,0
1532168,1401425,5
1116329,1013129,0
1057190,1079680,0
1836788,1212893,4
1077952,1032581,0
3797598,2042966,3
1672033,1030469,4
3797598,2209098,5
1704552,1006004,0
2428231,3887826,2
2616177,2253753,0
2129297,1367964,0
1228848,1075495,5
1212409,1041007,5
2461843,1368256,4
1838877,1006881,3
1057190,1007433,0
44523885,1948502,2
1389319,1083477,4
1096314,3211779,0
2134938,1529893,0
2003422,3323987,3
1047770,1032431,0
1388892,1036274,4
1310789,2361768,3
2111641,2584971,4
1002351,1076045,5
1220479,4124727,5
2637993,1432422,3
1247587,4886245,4
2329743,1458186,0
1672033,2133556,4
1067364,1044547,5
2805096,1090043,5
1754514,1051363,5
1532168,1046265,4
30155778,1440589,4
1759659,1084336,0
4358554,3905366,4
2504060,1054889,4
1282372,1016523,3
1235021,1080309,5
1065754,1432596,4
4564655,1063245,4
23549124,1796596,0
1234971,1822793,3
1292934,1035326,5
1644211,1005279,0
1154514,1455933,4
1185955,1032645,4
2613686,3335362,5
2248672,1017143,5
1759659,1022238,4
1048262,1062326,3
2311033,4152754,3
3357385,2154960,4
1691680,1023045,4
1848424,3066477,5
1386692,1026036,5
1903624,1018153,4
1889736,1474688,5
1400390,1029553,4
2166828,3223711,3
26932917,1432596,0
1030536,1025336,4
1641349,1019428,4
2228605,1013502,0
2479513,1046265,4
1687689,1780565,0
1088423,2214350,5
2328736,1017143,4
1925619,1082138,5
1228027,1039752,3
2039166,1034108,3
2931632,1703544,4
4548082,1021597,0
1334913,1041616,4
1704875,1028693,5
1018650,1361264,0
1823787,1082518,5
1177306,1052203,3
1665012,1034479,3
1352838,1440101,0
4518840,1941301,0
1144905,1003284,4
2884771,1358416,5
2321998,2056749,4
1079787,1024217,2
1551606,1440101,0
3284833,1279212,0
2107063,1063190,5
1091321,1949338,5
1142500,1060117,5
2506539,1201821,4
2108962,1013248,4
1949568,1292416,4
1079459,1036490,4
2332338,1021273,0
1224240,1034479,3
1430458,1004992,0
3790166,2295163,5
1561060,4113090,5
1296718,1085860,5
2288774,1056023,3
1623515,1029159,3
1931716,1424373,0
1354871,1361258,0
1436772,1453210,3
1583351,1020241,5
1532168,1009257,5
1335593,2034893,3
1065346,1438461,0
1135056,1400705,4
1032655,1465324,4
1482749,1367964,0
1071548,1075538,3
1031534,1082334,0
1009630,1013129,0
1975427,1041007,5
1689622,1065970,4
1016744,1006073,0
1411454,1012242,1
1564269,2133074,0
1444414,1316648,4
1416027,1867064,3
1419084,1019568,5
1032860,1028916,0
1502044,1001136,5
1360312,1119839,5
3976519,1046175,3
1349016,1085883,0
3070112,1020459,4
1756794,1481371,5
1760754,1793132,4
4019479,1432596,4
1015866,1346815,5
2763691,2009825,4
1170788,3080607,4
1722405,1440589,5
2047577,1013416,0
1355884,1421921,4
1925619,1052828,0
1297440,3223711,3
2727931,1053759,4
2062257,1066462,3
1378411,2256438,2
1455108,1017839,5
1673197,4886245,4
2352413,1007433,2
1715878,1794620,5
1425471,1085883,0
3111206,1388169,5
1203257,3246904,4
1125862,1040104,5
1234559,5366275,4
2154454,3801097,5
1039533,1322066,0
3773069,1361264,5
1457333,1322320,4
1415418,1358416,2
1148990,1007305,5
1835553,1794620,3
1709574,1039840,3
2010977,1082334,0
1716373,1009257,4
1003843,1941558,5
1574248,1161852,4
2803499,1083428,4
1450368,1023500,4
1558754,1057601,4
3856850,1016063,0
1995403,1255624,5
1008158,1024197,4
1418881,2257188,3
2278812,1021056,4
3006497,1394364,4
2455454,3644791,3
1106732,1358413,4
1446205,1049219,0
1939857,1903968,4
2479513,1017143,5
1686645,1367458,4
1367305,1926700,3
2094049,2297697,0
1307487,1449352,3
2461843,1770782,5
1759659,2253642,0
1322968,1005521,5
2672946,1063190,4
1315244,1863930,4
3999227,1052380,3
1770742,1050175,3
1567067,2008972,4
1609042,1882933,4
2706107,1009257,5
1005588,1080309,0
1416960,1057197,4
2286928,1050339,4
1159653,1082387,5
2132818,1080309,4
1270679,1440345,0
2389022,1255625,0
2037426,1180108,3
1347511,1367964,4
4531309,2193877,4
2821495,1442680,3
1997449,1020459,5
2256333,1255625,5
1529713,1981647,3
1151572,1367964,3
1466669,1346815,3
3846307,1212893,0
1661204,1012032,0
2171785,1138986,4
2356822,1022238,0
1166030,1007305,5
2369031,1028780,0
3642288,1793132,3
2010977,1031575,0
2194628,1082406,5
1600734,1903968,0
1611052,1949068,4
1303966,1007305,4
1300032,2159042,5
3684183,1085799,4
1815933,1020459,0
1984546,1330009,4
1376633,1023045,5
2193756,1014578,4
1112922,3369600,3
1824319,1083428,5
1778140,3009821,0
1418881,1033825,5
4499225,1361258,0
1460231,3608208,4
1321067,1985223,4
1003254,3577218,1
1543465,2250587,3
1094936,1008145,5
2437683,1080544,4
1043112,1035362,0
2782114,1033778,4
1300032,1452610,5
22170982,1596305,3
1032428,1041007,4
1297305,1822793,4
1107186,1084336,4
2090975,1427825,0
1939857,1975797,3
1154514,1382846,3
1307285,1075538,0
2357888,1049354,3
2323748,1082154,5
2329743,1073708,0
1385465,1398395,0
2366981,1035477,0
1279068,1867642,4
1041534,1003479,0
1397923,1897413,4
1204943,1012637,3
1227033,1029791,5
1096479,1041482,5
1722405,2233893,3
1273620,1192090,3
1652062,1082399,0
1870447,1061118,0
1284064,1027191,5
2167172,1033190,0
1069909,2160226,0
1355884,1119522,3
2226058,1469051,4
2078515,1581547,4
1059078,1046175,0
2179310,1419841,0
1482115,1019338,0
1277050,1015452,4
10501765,3615061,0
1746408,1758767,3
2166781,1457306,0
1509493,1419841,4
1224950,1079252,0
1372962,1001896,0
3268010,1054889,4
1432325,1761056,0
1078855,1007334,5
1029733,1000323,4
3306621,1052380,4
1799318,1418297,4
1284332,1076045,0
2334794,2170629,0
3856850,1040211,0
1350255,1205370,3
1418881,1796596,4
1151572,2123957,5
1665012,2034893,3
1222575,1858576,5
3032363,1418686,4
2849243,1013416,5
1235021,1035477,4
3357385,1040771,4
1005990,1310164,4
1166579,1382840,0
1292689,1013208,4
1838435,1465324,5
2108962,1057206,3
3873723,1089243,4
2069055,1026425,4
1241848,1063245,3
3542309,2230208,3
1533218,1082162,0
2568235,1331571,3
1865551,1255624,3
1066775,1382846,0
1704552,1033778,0
1726158,1056868,0
1756794,1076045,4
1949568,1449351,3
1120467,1025721,0
1001273,3053207,3
33853093,3646172,0
1209124,1439216,5
2461843,4238754,5
1995403,1596305,3
1372962,1080309,0
1342452,2253642,5
1486607,1057244,5
2844003,1054889,0
1220776,1581547,0
1759659,1014825,5
1865981,1018153,5
2167604,1440089,5
1091637,1212152,2
2860140,1033778,4
2003930,1030469,4
1186290,1255625,3
2139539,1382836,0
1010923,1046265,3
1168214,1007305,5
13318863,1016523,0
1078544,1059937,0
1203007,1829836,5
1078544,1458164,0
4480774,1863930,5
1602669,1019338,5
2984755,1794844,4
1215937,3211779,0
1132726,1026686,5
3877393,1061118,3
2942234,1963310,5
2874556,1082577,0
9893757,2326403,5
1774737,1731370,5
38808396,1119796,0
1796039,1892491,4
1418237,1014578,4
1734909,1442680,4
2727300,1981355,3
3348742,2034893,3
6097852,1068920,5
2768499,3426869,4
36320795,1080370,5
1434840,1281622,4
2360897,1050339,4
1885232,2136484,5
34572439,1044316,0
1791144,3608170,0
1170788,1440468,3
3336269,1469051,4
38775373,1427788,0
1501360,1014578,4
1003843,4113090,3
1727481,1205054,0
2355839,1261153,3
1735312,1082387,5
1391236,1003479,0
1253647,1030153,0
1438681,1361263,0
2286588,2158189,3
1137577,1059336,4
1439032,2297697,4
2471480,1031740,3
1289392,4242172,2
1241206,1319345,0
2131193,1041111,2
1299728,1703544,3
1907621,1041007,5
2218503,1193821,3
1245542,1193821,3
1759659,1419841,2
1458942,2280027,5
1759659,1277981,5
1092995,1007305,0
3482626,2265995,4
1382884,2567919,4
1078736,1848256,5
1174018,3124525,4
1311303,3140801,4
1253647,1082518,0
2894919,2129427,3
2931632,1058679,4
1228393,1064275,0
3495835,1703544,4
1171755,1401840,0
2254558,1919201,3
1080694,1082399,0
1307927,1011754,0
2005524,1069071,0
2489892,1873231,4
1009630,1009257,3
1815208,1068308,4
2350844,2256039,4
2233316,1926103,4
1254724,2160226,5
4318664,1024197,5
1867263,2033081,2
1217919,2158189,0
1532430,1041482,5
1635210,1002898,4
1453980,1041482,4
31645835,1024217,3
2280383,1036490,5
3745725,1764915,4
1241848,1882933,4
1734909,1000517,5
1109854,1125186,5
1216206,1346815,5
1035406,1092335,5
1169320,3813669,5
1511656,1358416,3
1975527,1941301,5
1986123,1006004,0
1142500,1052360,5
1113703,1024217,3
1654246,1008145,5
1017574,2061644,4
2020203,1213546,4
3856850,1851385,3
1022161,1882933,4
2554805,1039487,5
1944740,1382833,0
2748321,1050339,5
1159916,3662594,0
2143614,1016300,4
2603819,3547099,4
1382042,1424741,4
1486607,1008988,4
2329743,2256438,0
1337199,2022979,4
1227360,1031575,3
3607478,1036490,5
1759659,1019338,3
1231511,1436348,5
1235021,1367458,4
2390133,1336968,4
1001365,1082399,5
1631094,1394536,0
1453808,1026686,5
1081862,1465324,3
1066351,1949338,3
1415418,2154960,4
2224618,4112874,4
2471480,1025336,3
1043248,3908032,4
2399791,1420862,4
4564655,1453210,0
1071548,1012203,3
1871731,2297706,4
2075812,1090043,3
1543465,1458164,5
3154596,1868896,0
2218503,2129427,5
1078020,1059937,5
1799854,1316648,5
3976519,1008145,5
1514785,1082522,4
2235445,1227838,5
1802887,3646172,5
2090959,1433640,4
4459529,1090043,4
2313951,1076045,4
1975427,1023045,5
2554805,1025753,4
1299702,1007433,0
2566412,1461903,5
1428232,1873231,4
1229125,1066462,4
1345150,1919072,3
1352302,1581547,5
3446003,1009160,5
2174195,1031740,4
1552328,1034108,3
1610767,1084336,0
1264578,1465324,3
1043248,1051797,5
2022349,1421921,0
1372962,1474773,0
2235445,1082578,5
3127847,1001204,3
1622916,1089510,0
3173280,2130986,3
2149615,1467776,4
2190752,1458164,5
2262788,1092149,5
2782114,1262986,4
1716373,1275608,4
1871731,1180108,4
1770710,1023048,0
1281923,4011440,4
3523505,2136484,5
2242590,1868896,0
3239625,1856285,0
1473233,1056868,0
1001248,1006560,3
2735218,5275059,3
1658148,1066462,0
1114594,3053207,0
1299702,3667783,2
1804172,1848256,5
2778062,1041616,4
2637993,1916726,3
3336269,1049219,4
1284332,1089517,4
1747252,1143694,2
1094061,3013903,4
1285345,2034893,4
1211004,4742918,5
1546425,1008074,4
1712856,1015452,4
2685507,1119796,4
1172961,2340955,2
1286998,1474842,0
1168399,1322158,5
1016822,3672237,3
3571728,1020961,4
1991915,1023045,4
1849697,1002898,4
1688058,2271582,4
2407647,1080687,4
1482115,1089510,0
1010310,1012637,5
2143614,1897413,3
2637993,1082154,5
34502705,1016486,4
4813001,2161892,4
1229125,1055976,2
1296832,1959786,3
1001370,1464716,5
1931716,1012802,0
2235445,1159939,5
1431574,1228110,0
1235021,1358416,0
1331855,1013502,5
1400390,2250587,3
2191402,1082398,4
2522909,1427288,0
1972115,1400705,5
2198907,1058234,0
2248672,1082138,4
1091321,1917078,5
1314311,3865832,2
1007826,2258803,4
1030536,2160292,5
2057028,1485495,3
1665012,1041550,4
1120064,1026686,0
2179310,1291809,4
1082043,1072438,0
1411454,3577218,5
1159037,2062200,2
2355722,1031740,4
1875458,1019485,3
1372962,3140801,0
1227876,3013903,4
1624127,1209899,5
1089588,3394338,2
1604609,1045818,3
1206591,1085470,5
2437683,1897413,4
3065031,1424555,3
1166579,1361263,0
4711344,4171951,0
3070112,1786670,3
2149615,4242172,5
1296718,1205054,4
1289392,1439894,0
1321017,1758767,0
1883874,1401425,4
1398078,1440089,0
1552328,1931318,3
1194039,1703544,4
1486853,2035179,0
3976519,1401425,5
1224104,1424741,5
2218263,1040771,4
1394893,1034108,4
1543465,1033825,5
1249296,1035477,0
2273033,1040771,4
1311079,1547265,0
3386581,1085470,3
1296718,1394536,5
1634749,1012747,3
1439715,1421921,0
1969786,1086249,3
1125655,1021273,5
2311423,1060068,5
1036607,1007914,5
2245809,1005279,4
1072076,1069848,5
1303966,1052380,4
2168007,1028270,4
2446204,1316622,0
1529713,1767388,4
1094061,3006581,0
2925390,1452923,1
1408393,1389960,5
2118665,1047851,3
2030456,3013903,4
1412909,1049219,4
1078020,1026036,4
1001365,1391191,4
1517185,1054685,0
1893189,1358413,4
1986123,1058234,0
2133835,2052448,4
1530552,3246230,0
1302560,1873268,5
3508835,3071717,3
4295926,1046209,3
2563086,1057206,4
1439032,1070441,3
1300253,1358416,5
1352838,1003000,0
2107950,1089517,4
1737067,1082577,5
1893189,1040771,4
2874556,1016003,0
1374058,1065239,5
3291995,1023045,5
2023513,1812618,4
1511656,1458192,5
1430458,2036343,0
1125862,1382846,3
1487971,1794620,0
2174195,1006197,4
2248672,2336093,5
1543465,1021615,5
2031274,1025336,4
2186086,1915536,3
26762761,1255624,0
1530552,2280027,3
2154454,1032581,0
1112804,1041482,4
1106323,2081876,3
4054598,1049688,5
1507030,1046385,5
1136722,1470158,4
1307285,2143304,5
1540127,2256438,3
4719828,1089517,4
1167080,1082138,5
1716373,1057206,3
1355653,1023500,3
2792430,1090043,4
1570021,1049189,0
2181259,1089518,4
1741534,1029791,0
1281595,1416954,4
1329050,1856285,0
1992507,1433700,5
2296262,3608170,0
1350255,1090043,3
1357890,1039487,0
1661204,1044203,0
1223060,1083474,0
1727481,3010130,0
1769919,1058234,4
2921068,3626924,5
3745725,1013380,4
1938457,1023500,3
1803919,1024197,0
2363647,1008357,5
2287283,1013248,4
1947055,1767388,3
2020203,1012637,0
2708811,2980812,0
1838435,1436348,1
1468405,2280027,4
1384271,1032945,0
1216758,1159939,4
3797598,1049189,4
1868783,1009160,3
1020922,1013129,5
1476876,1431836,5
1614145,1370274,0
1740047,1019568,4
1975427,1041550,3
3070112,1000517,5
1379502,1962923,0
1067364,1214898,4
1069050,1439894,3
2166828,1803022,0
1445510,1400705,3
2782114,1461903,5
1794252,1459623,5
2793062,1046209,5
2270017,1024217,0
4719828,1052380,4
2171363,1023045,4
1809547,1000517,0
1661204,3259440,0
2154108,2256039,5
4394291,1485495,5
2010194,3326892,5
1432250,1021597,0
1166030,1764915,4
1383001,1018136,0
1508629,3246904,4
2773339,1291809,4
3666192,1775691,4
2263766,1000517,4
1689622,1008145,3
1050948,1082399,4
1383001,1793132,0
1496436,3392046,4
1114594,1023045,0
1772315,1063245,3
2745546,2030664,0
2672946,1458164,5
1339293,1089523,3
1418881,1075492,3
1418237,1965977,4
1035183,1030366,3
2460937,1045201,4
1120467,2042063,0
2196238,1193821,0
1414190,3211779,0
2133461,1082150,4
2981447,1013225,5
2007667,2584971,4
2085513,1458192,4
1259244,1421921,5
1486853,1017563,0
1154663,1017563,3
2057028,1337297,5
1191451,2071404,5
3346617,1003148,4
1000564,1004322,4
1274717,1227838,5
1352072,1319345,3
2313951,2042063,4
1030739,1065239,4
1297078,1213546,4
3346617,1263399,5
1271766,4886245,4
1460231,1467333,4
1941470,1024197,5
1341442,1082522,4
2063326,1159939,4
1303966,1010464,4
1372962,1056461,0
1085884,3326892,5
2044709,2052448,4
1802887,1878708,4
3857517,1291355,4
1624127,1055976,4
1251334,1036274,5
1119026,1078554,0
2062257,1897413,0
1282372,1082387,5
3976519,1012611,4
1142500,1059336,5
2090594,1082154,0
1815208,1424555,5
1644211,1032581,0
2171785,1467333,5
4659030,1071241,4
1015798,1394536,0
2495214,2081876,5
1966717,1781120,3
2398175,1007305,5
2718960,1453210,5
2302784,1529893,2
2774308,2193877,0
3306621,1914083,3
1652062,1016523,3
1000182,1467535,3
1374060,2209098,4
1357890,1050339,0
1147624,1046265,0
1265544,1034108,4
2171785,1082518,4
1003232,1882933,0
1044037,1221515,5
6097852,2265312,3
1674854,1255624,4
1878099,1400705,3
26762761,1016523,0
3405223,1066462,0
3059437,1209899,5
4371841,1001885,4
1912248,2240482,3
1247727,4159088,0
4344558,1827374,0
1690617,3223711,3
1413727,1818347,0
3557732,1851385,4
1141690,1400705,4
1016027,1050339,2
1307927,1465324,0
1227717,1938591,3
1486331,1009931,3
1244506,1017563,0
2010194,1071794,4
1243403,1024854,0
2418935,1433377,5
1683333,1030052,4
1504223,1046265,3
1065754,1051163,3
1185955,1794620,3
2565930,1949338,4
2154108,1461903,4
1809007,1981355,0
1089678,1057244,5
2224259,1981647,0
1700154,1856285,3
14986684,1049215,3
1060557,1780565,3
1066351,1050175,4
1333992,1420862,0
2184826,1279212,0
2605521,1043201,5
1391920,2070012,0
1484677,1021273,1
1085505,1029159,3
1521230,1087758,0
1382861,2265995,3
2302784,1085021,0
3881532,1059406,4
1804172,4885241,4
1665012,1009160,5
1081862,1018153,3
2166828,1013416,4
2020203,1015584,4
2680644,1439216,4
3386581,1119522,5
1208953,2971734,0
2142024,1020959,5
1389319,1061563,4
2768499,2256039,4
1071548,1964044,4
1373969,1926700,3
2187640,1867064,4
1869781,1322320,5
2132818,2295163,5
6083975,2297706,0
1872526,1080687,5
1151572,1439894,4
2216349,1017143,5
1796039,2363651,3
1902873,3140801,4
1905845,1336968,0
1006536,1014533,2
1399116,1006881,0
1683450,1858576,5
1928077,1006881,3
1399915,1015403,4
3995729,3642673,5
1061781,1786670,0
1046060,2071404,3
1321017,1082162,0
2598213,3066477,0
1767251,1453210,4
1156595,1853323,4
2540966,1221515,4
1532168,1006113,5
1458942,1065970,0
1262246,1848256,4
1463306,1082138,0
1204943,1192090,4
2286613,1873281,0
1151238,1481362,3
1419084,1002299,3
1506160,1025753,4
3684183,3537590,0
1070319,1161852,3
1641349,1031740,4
2187640,2161892,5
1494167,1040771,4
1507030,1015584,4
1026383,2193877,4
1479992,1007305,5
1010923,1917972,0
2171363,1080370,0
1902672,1467535,4
1969786,2042966,3
32645699,1051363,5
4051438,1205370,4
1061873,1049189,0
1552328,1080309,4
1641349,5275059,4
1366859,2243692,5
1435780,1914636,0
1277050,1082387,4
1365397,1058234,5
1195413,2136484,4
3301471,2253753,5
1525124,1021193,0
1384271,1024217,0
2016265,1026317,4
2016265,2008972,0
1206171,3995526,3
1154663,1382846,5
1959396,3080607,0
1896396,1212893,4
1277453,1020459,3
1044920,1000323,5
3935067,1796596,0
3983018,4742918,5
3773069,1786670,3
2637993,1024217,4
2141841,1026317,4
1904757,1856285,0
1389319,1030469,4
2238931,2256438,0
1475486,1140727,5
1674854,1016523,0
2020203,1089515,5
1659939,1015767,4
1604114,1058234,3
1475299,1321018,4
1095169,1391191,5
1217919,1078554,4
1125655,1361264,3
2254558,1089518,3
1759659,1024197,3
4499225,1529893,0
1303086,1851385,4
1166579,1013502,0
4417275,4618225,4
3018689,3642673,0
1903624,2062200,0
2719601,3610550,0
